period,product_id,quantity
10,1723,4
10,3863,0
10,130,0
10,484,0
10,363,0
10,1712,5
10,780,0
10,626,5
10,739,0
10,1622,2
10,1690,2
10,974,0
10,135,1
10,3511,0
11,1756,0
11,1703,0
11,1700,0
11,570,0
11,1767,0
11,1707,0
11,1754,0
11,685,0
11,1704,0
11,1708,0
11,50,0
11,1718,0
11,1559,0
11,1709,0
11,1706,0
11,83,0
11,1697,0
11,1728,0
11,1789,0
11,1743,0
11,1701,0
11,1684,0
11,311,0
11,628,0
11,1714,0
11,1698,0
11,1719,0
11,1680,0
11,6306,0
11,49,0
11,2619,0
11,1699,0
11,1725,0
11,432,0
11,6500,0
11,1717,0
11,1723,0
11,3863,0
11,130,0
11,484,0
11,363,0
11,1712,0
11,780,0
11,626,0
11,739,0
11,1622,0
11,1690,0
11,974,0
11,135,0
11,3511,0
12,1756,0
12,1703,0
12,1700,0
12,570,0
12,1767,0
12,1707,0
12,1754,0
12,685,0
12,1704,0
12,1708,0
12,50,0
12,1718,0
12,1559,0
12,1709,0
12,1706,0
12,83,0
12,1697,0
12,1728,0
12,1789,0
12,1743,0
12,1701,0
12,1684,0
12,311,0
12,628,0
12,1714,0
12,1698,0
12,1719,0
12,1680,0
12,6306,0
12,49,0
12,2619,0
12,1699,0
12,1725,0
12,432,0
12,6500,0
12,1717,0
12,1723,0
12,3863,0
12,130,0
12,484,0
12,363,0
12,1712,0
12,780,0
12,626,0
12,739,0
12,1622,0
12,1690,0
12,974,0
12,135,0
12,3511,0
13,1756,15
13,1703,6
13,1700,0
13,570,0
13,1767,0
13,1707,13
13,1754,0
13,685,0
13,1704,7
13,1708,9
13,50,0
13,1718,1
13,1559,1
13,1709,0
13,1706,0
13,83,2
13,1697,0
13,1728,0
13,1789,0
13,1743,0
13,1701,0
13,1684,4
13,311,0
13,628,0
13,1714,4
13,1698,0
13,1719,4
13,1680,0
13,6306,0
13,49,3
13,2619,0
13,1699,0
13,1725,0
13,432,0
13,6500,0
13,1717,0
13,1723,2
13,3863,0
13,130,1
13,484,0
13,363,0
13,1712,0
13,780,0
13,626,1
13,739,0
13,1622,3
13,1690,9
13,974,0
13,135,0
13,3511,0
14,1756,52
14,1703,2
14,1700,0
14,570,0
14,1767,0
14,1707,0
14,1754,0
14,685,0
14,1704,9
14,1708,11
14,50,0
14,1718,3
14,1559,2
14,1709,0
14,1706,2
14,83,2
14,1697,0
14,1728,0
14,1789,0
14,1743,0
14,1701,0
14,1684,1
14,311,0
14,628,0
14,1714,9
14,1698,0
14,1719,5
14,1680,9
14,6306,0
14,49,2
14,2619,0
14,1699,6
14,1725,0
14,432,0
14,6500,0
14,1717,0
14,1723,3
14,3863,0
14,130,0
14,484,0
14,363,0
14,1712,0
14,780,0
14,626,7
14,739,0
14,1622,2
14,1690,9
14,974,0
14,135,2
14,3511,0
15,1756,22
15,1703,6
15,1700,0
15,570,0
15,1767,0
15,1707,5
15,1754,0
15,685,0
15,1704,5
15,1708,4
15,50,0
15,1718,0
15,1559,0
15,1709,0
15,1706,1
15,83,1
15,1697,0
15,1728,1
15,1789,0
15,1743,0
15,1701,0
15,1684,1
15,311,1
15,628,0
15,1714,2
15,1698,0
15,1719,6
15,1680,1
15,6306,0
15,49,4
15,2619,0
15,1699,1
15,1725,0
15,432,0
15,6500,0
15,1717,0
15,1723,3
15,3863,0
15,130,0
15,484,0
15,363,0
15,1712,0
15,780,0
15,626,2
15,739,0
15,1622,2
15,1690,5
15,974,0
15,135,3
15,3511,0
16,1756,4
16,1703,0
16,1700,0
16,570,0
16,1767,0
16,1707,98
16,1754,0
16,685,0
16,1704,0
16,1708,9
16,50,0
16,1718,5
16,1559,2
16,1709,0
16,1706,3
16,83,4
16,1697,0
16,1728,0
16,1789,0
16,1743,0
16,1701,0
16,1684,2
16,311,2
16,628,0
16,1714,3
16,1698,0
16,1719,4
16,1680,4
16,6306,0
16,49,1
16,2619,0
16,1699,1
16,1725,0
16,432,0
16,6500,0
16,1717,0
16,1723,1
16,3863,0
16,130,0
16,484,0
16,363,0
16,1712,2
16,780,0
16,626,2
16,739,0
16,1622,1
16,1690,1
16,974,0
16,135,0
16,3511,0
17,1756,17
17,1703,3
17,1700,0
17,570,0
17,1767,0
17,1707,7
17,1754,0
17,685,0
17,1704,6
17,1708,9
17,50,0
17,1718,14
17,1559,1
17,1709,0
17,1706,1
17,83,0
17,1697,0
17,1728,4
17,1789,0
17,1743,0
17,1701,0
17,1684,4
17,311,2
17,628,0
17,1714,4
17,1698,0
17,1719,7
17,1680,3
17,6306,0
17,49,1
17,2619,0
17,1699,1
17,1725,0
17,432,0
17,6500,0
17,1717,0
17,1723,5
17,3863,0
17,130,0
17,484,0
17,363,0
17,1712,3
17,780,0
17,626,2
17,739,0
17,1622,1
17,1690,6
17,974,0
17,135,0
17,3511,0
18,1756,0
18,1703,0
18,1700,0
18,570,0
18,1767,0
18,1707,0
18,1754,0
18,685,0
18,1704,0
18,1708,0
18,50,0
18,1718,0
18,1559,0
18,1709,0
18,1706,0
18,83,0
18,1697,0
18,1728,0
18,1789,0
18,1743,0
18,1701,0
18,1684,0
18,311,0
18,628,0
18,1714,0
18,1698,0
18,1719,0
18,1680,0
18,6306,0
18,49,0
18,2619,0
18,1699,0
18,1725,0
18,432,0
18,6500,0
18,1717,0
18,1723,0
18,3863,0
18,130,0
18,484,0
18,363,0
18,1712,0
18,780,0
18,626,0
18,739,0
18,1622,0
18,1690,0
18,974,0
18,135,0
18,3511,0
19,1756,0
19,1703,0
19,1700,0
19,570,0
19,1767,0
19,1707,0
19,1754,0
19,685,0
19,1704,0
19,1708,0
19,50,0
19,1718,0
19,1559,0
19,1709,0
19,1706,0
19,83,0
19,1697,0
19,1728,0
19,1789,0
19,1743,0
19,1701,0
19,1684,0
19,311,0
19,628,0
19,1714,0
19,1698,0
19,1719,0
19,1680,0
19,6306,0
19,49,0
19,2619,0
19,1699,0
19,1725,0
19,432,0
19,6500,0
19,1717,0
19,1723,0
19,3863,0
19,130,0
19,484,0
19,363,0
19,1712,0
19,780,0
19,626,0
19,739,0
19,1622,0
19,1690,0
19,974,0
19,135,0
19,3511,0
20,1756,19
20,1703,21
20,1700,0
20,570,0
20,1767,0
20,1707,10
20,1754,0
20,685,0
20,1704,5
20,1708,2
20,50,0
20,1718,5
20,1559,0
20,1709,0
20,1706,0
20,83,9
20,1697,0
20,1728,2
20,1789,0
20,1743,0
20,1701,0
20,1684,3
20,311,0
20,628,0
20,1714,4
20,1698,0
20,1719,5
20,1680,0
20,6306,0
20,49,2
20,2619,0
20,1699,0
20,1725,0
20,432,0
20,6500,0
20,1717,0
20,1723,8
20,3863,0
20,130,4
20,484,0
20,363,0
20,1712,2
20,780,0
20,626,6
20,739,0
20,1622,0
20,1690,1
20,974,2
20,135,2
20,3511,0
21,1756,8
21,1703,9
21,1700,0
21,570,0
21,1767,0
21,1707,3
21,1754,0
21,685,0
21,1704,5
21,1708,6
21,50,0
21,1718,18
21,1559,4
21,1709,0
21,1706,2
21,83,4
21,1697,0
21,1728,0
21,1789,0
21,1743,0
21,1701,0
21,1684,3
21,311,3
21,628,0
21,1714,6
21,1698,0
21,1719,6
21,1680,3
21,6306,0
21,49,1
21,2619,0
21,1699,4
21,1725,0
21,432,10
21,6500,0
21,1717,0
21,1723,11
21,3863,0
21,130,1
21,484,0
21,363,0
21,1712,3
21,780,0
21,626,5
21,739,0
21,1622,3
21,1690,2
21,974,1
21,135,3
21,3511,0
22,1756,9
22,1703,2
22,1700,0
22,570,0
22,1767,0
22,1707,5
22,1754,0
22,685,0
22,1704,6
22,1708,7
22,50,0
22,1718,3
22,1559,0
22,1709,0
22,1706,0
22,83,0
22,1697,0
22,1728,1
22,1789,0
22,1743,0
22,1701,0
22,1684,0
22,311,1
22,628,0
22,1714,4
22,1698,0
22,1719,8
22,1680,1
22,6306,0
22,49,0
22,2619,0
22,1699,0
22,1725,0
22,432,0
22,6500,0
22,1717,0
22,1723,2
22,3863,0
22,130,0
22,484,0
22,363,5
22,1712,1
22,780,0
22,626,3
22,739,0
22,1622,1
22,1690,3
22,974,1
22,135,1
22,3511,0
23,1756,9
23,1703,3
23,1700,0
23,570,0
23,1767,0
23,1707,100
23,1754,0
23,685,0
23,1704,0
23,1708,6
23,50,0
23,1718,1
23,1559,2
23,1709,0
23,1706,1
23,83,4
23,1697,0
23,1728,0
23,1789,0
23,1743,0
23,1701,0
23,1684,1
23,311,7
23,628,0
23,1714,2
23,1698,0
23,1719,2
23,1680,0
23,6306,0
23,49,0
23,2619,0
23,1699,2
23,1725,0
23,432,0
23,6500,0
23,1717,0
23,1723,1
23,3863,0
23,130,0
23,484,0
23,363,0
23,1712,1
23,780,0
23,626,3
23,739,0
23,1622,0
23,1690,2
23,974,0
23,135,1
23,3511,0
24,1756,7
24,1703,1
24,1700,0
24,570,0
24,1767,0
24,1707,10
24,1754,0
24,685,0
24,1704,10
24,1708,4
24,50,0
24,1718,13
24,1559,1
24,1709,0
24,1706,1
24,83,7
24,1697,0
24,1728,0
24,1789,0
24,1743,0
24,1701,0
24,1684,1
24,311,5
24,628,0
24,1714,1
24,1698,0
24,1719,6
24,1680,8
24,6306,0
24,49,0
24,2619,0
24,1699,0
24,1725,0
24,432,1
24,6500,0
24,1717,0
24,1723,7
24,3863,0
24,130,2
24,484,0
24,363,0
24,1712,2
24,780,0
24,626,5
24,739,0
24,1622,0
24,1690,1
24,974,0
24,135,0
24,3511,0
25,1756,0
25,1703,0
25,1700,0
25,570,0
25,1767,0
25,1707,0
25,1754,0
25,685,0
25,1704,0
25,1708,0
25,50,0
25,1718,0
25,1559,0
25,1709,0
25,1706,0
25,83,0
25,1697,0
25,1728,0
25,1789,0
25,1743,0
25,1701,0
25,1684,0
25,311,0
25,628,0
25,1714,0
25,1698,0
25,1719,0
25,1680,0
25,6306,0
25,49,0
25,2619,0
25,1699,0
25,1725,0
25,432,0
25,6500,0
25,1717,0
25,1723,0
25,3863,0
25,130,0
25,484,0
25,363,0
25,1712,0
25,780,0
25,626,0
25,739,0
25,1622,0
25,1690,0
25,974,0
25,135,0
25,3511,0
26,1756,0
26,1703,0
26,1700,0
26,570,0
26,1767,0
26,1707,0
26,1754,0
26,685,0
26,1704,0
26,1708,0
26,50,0
26,1718,0
26,1559,0
26,1709,0
26,1706,0
26,83,0
26,1697,0
26,1728,0
26,1789,0
26,1743,0
26,1701,0
26,1684,0
26,311,0
26,628,0
26,1714,0
26,1698,0
26,1719,0
26,1680,0
26,6306,0
26,49,0
26,2619,0
26,1699,0
26,1725,0
26,432,0
26,6500,0
26,1717,0
26,1723,0
26,3863,0
26,130,0
26,484,0
26,363,0
26,1712,0
26,780,0
26,626,0
26,739,0
26,1622,0
26,1690,0
26,974,0
26,135,0
26,3511,0
27,1756,31
27,1703,11
27,1700,0
27,570,0
27,1767,0
27,1707,11
27,1754,0
27,685,0
27,1704,4
27,1708,7
27,50,0
27,1718,5
27,1559,2
27,1709,0
27,1706,0
27,83,6
27,1697,0
27,1728,3
27,1789,0
27,1743,0
27,1701,0
27,1684,3
27,311,0
27,628,0
27,1714,1
27,1698,0
27,1719,7
27,1680,0
27,6306,0
27,49,1
27,2619,0
27,1699,0
27,1725,0
27,432,0
27,6500,0
27,1717,0
27,1723,2
27,3863,0
27,130,0
27,484,0
27,363,0
27,1712,3
27,780,0
27,626,4
27,739,0
27,1622,0
27,1690,3
27,974,0
27,135,2
27,3511,0
28,1756,31
28,1703,12
28,1700,0
28,570,0
28,1767,0
28,1707,0
28,1754,0
28,685,0
28,1704,2
28,1708,6
28,50,0
28,1718,9
28,1559,3
28,1709,0
28,1706,2
28,83,2
28,1697,0
28,1728,9
28,1789,0
28,1743,0
28,1701,0
28,1684,1
28,311,0
28,628,0
28,1714,7
28,1698,0
28,1719,5
28,1680,2
28,6306,0
28,49,0
28,2619,0
28,1699,6
28,1725,0
28,432,1
28,6500,0
28,1717,0
28,1723,5
28,3863,0
28,130,3
28,484,0
28,363,0
28,1712,3
28,780,0
28,626,4
28,739,0
28,1622,1
28,1690,9
28,974,1
28,135,3
28,3511,0
29,1756,0
29,1703,0
29,1700,0
29,570,0
29,1767,0
29,1707,6
29,1754,0
29,685,0
29,1704,4
29,1708,4
29,50,0
29,1718,3
29,1559,0
29,1709,0
29,1706,1
29,83,1
29,1697,0
29,1728,2
29,1789,0
29,1743,0
29,1701,0
29,1684,1
29,311,1
29,628,0
29,1714,3
29,1698,0
29,1719,7
29,1680,5
29,6306,0
29,49,0
29,2619,0
29,1699,1
29,1725,0
29,432,0
29,6500,0
29,1717,0
29,1723,5
29,3863,0
29,130,1
29,484,0
29,363,0
29,1712,0
29,780,0
29,626,5
29,739,0
29,1622,0
29,1690,1
29,974,0
29,135,2
29,3511,0
30,1756,0
30,1703,8
30,1700,0
30,570,0
30,1767,0
30,1707,98
30,1754,0
30,685,0
30,1704,2
30,1708,0
30,50,0
30,1718,2
30,1559,0
30,1709,0
30,1706,0
30,83,2
30,1697,0
30,1728,0
30,1789,0
30,1743,0
30,1701,0
30,1684,2
30,311,7
30,628,0
30,1714,0
30,1698,0
30,1719,4
30,1680,0
30,6306,0
30,49,1
30,2619,0
30,1699,0
30,1725,0
30,432,0
30,6500,0
30,1717,0
30,1723,1
30,3863,0
30,130,1
30,484,0
30,363,0
30,1712,0
30,780,0
30,626,0
30,739,0
30,1622,0
30,1690,0
30,974,1
30,135,1
30,3511,0
31,1756,12
31,1703,10
31,1700,0
31,570,0
31,1767,0
31,1707,6
31,1754,0
31,685,0
31,1704,3
31,1708,5
31,50,0
31,1718,7
31,1559,3
31,1709,0
31,1706,3
31,83,7
31,1697,0
31,1728,0
31,1789,0
31,1743,0
31,1701,0
31,1684,2
31,311,0
31,628,0
31,1714,6
31,1698,0
31,1719,12
31,1680,2
31,6306,0
31,49,0
31,2619,0
31,1699,4
31,1725,0
31,432,1
31,6500,0
31,1717,0
31,1723,4
31,3863,0
31,130,0
31,484,0
31,363,3
31,1712,4
31,780,0
31,626,7
31,739,0
31,1622,0
31,1690,16
31,974,3
31,135,0
31,3511,0
32,1756,0
32,1703,0
32,1700,0
32,570,0
32,1767,0
32,1707,0
32,1754,0
32,685,0
32,1704,0
32,1708,0
32,50,0
32,1718,0
32,1559,0
32,1709,0
32,1706,0
32,83,0
32,1697,0
32,1728,0
32,1789,0
32,1743,0
32,1701,0
32,1684,0
32,311,0
32,628,0
32,1714,0
32,1698,0
32,1719,0
32,1680,0
32,6306,0
32,49,0
32,2619,0
32,1699,0
32,1725,0
32,432,0
32,6500,0
32,1717,0
32,1723,0
32,3863,0
32,130,0
32,484,0
32,363,0
32,1712,0
32,780,0
32,626,0
32,739,0
32,1622,0
32,1690,0
32,974,0
32,135,0
32,3511,0
33,1756,0
33,1703,0
33,1700,0
33,570,0
33,1767,0
33,1707,0
33,1754,0
33,685,0
33,1704,0
33,1708,0
33,50,0
33,1718,0
33,1559,0
33,1709,0
33,1706,0
33,83,0
33,1697,0
33,1728,0
33,1789,0
33,1743,0
33,1701,0
33,1684,0
33,311,0
33,628,0
33,1714,0
33,1698,0
33,1719,0
33,1680,0
33,6306,0
33,49,0
33,2619,0
33,1699,0
33,1725,0
33,432,0
33,6500,0
33,1717,0
33,1723,0
33,3863,0
33,130,0
33,484,0
33,363,0
33,1712,0
33,780,0
33,626,0
33,739,0
33,1622,0
33,1690,0
33,974,0
33,135,0
33,3511,0
34,1756,29
34,1703,16
34,1700,0
34,570,0
34,1767,0
34,1707,12
34,1754,0
34,685,0
34,1704,7
34,1708,6
34,50,0
34,1718,5
34,1559,0
34,1709,0
34,1706,1
34,83,2
34,1697,0
34,1728,2
34,1789,0
34,1743,0
34,1701,0
34,1684,4
34,311,0
34,628,0
34,1714,4
34,1698,0
34,1719,7
34,1680,1
34,6306,0
34,49,3
34,2619,0
34,1699,0
34,1725,0
34,432,0
34,6500,0
34,1717,0
34,1723,3
34,3863,0
34,130,1
34,484,0
34,363,0
34,1712,0
34,780,0
34,626,1
34,739,0
34,1622,0
34,1690,8
34,974,1
34,135,2
34,3511,0
35,1756,18
35,1703,6
35,1700,0
35,570,0
35,1767,0
35,1707,0
35,1754,0
35,685,0
35,1704,3
35,1708,11
35,50,0
35,1718,7
35,1559,1
35,1709,0
35,1706,0
35,83,0
35,1697,0
35,1728,9
35,1789,0
35,1743,0
35,1701,0
35,1684,4
35,311,5
35,628,0
35,1714,8
35,1698,0
35,1719,7
35,1680,5
35,6306,0
35,49,2
35,2619,0
35,1699,0
35,1725,0
35,432,4
35,6500,0
35,1717,0
35,1723,10
35,3863,0
35,130,1
35,484,0
35,363,0
35,1712,5
35,780,0
35,626,4
35,739,0
35,1622,3
35,1690,4
35,974,1
35,135,3
35,3511,0
36,1756,14
36,1703,0
36,1700,0
36,570,0
36,1767,0
36,1707,4
36,1754,0
36,685,0
36,1704,5
36,1708,10
36,50,0
36,1718,4
36,1559,0
36,1709,0
36,1706,0
36,83,2
36,1697,0
36,1728,0
36,1789,0
36,1743,0
36,1701,0
36,1684,3
36,311,1
36,628,0
36,1714,0
36,1698,0
36,1719,7
36,1680,2
36,6306,0
36,49,2
36,2619,0
36,1699,1
36,1725,0
36,432,0
36,6500,0
36,1717,0
36,1723,7
36,3863,0
36,130,1
36,484,0
36,363,0
36,1712,1
36,780,0
36,626,1
36,739,0
36,1622,1
36,1690,1
36,974,1
36,135,0
36,3511,0
37,1756,15
37,1703,2
37,1700,0
37,570,0
37,1767,0
37,1707,98
37,1754,0
37,685,0
37,1704,5
37,1708,7
37,50,0
37,1718,6
37,1559,2
37,1709,0
37,1706,1
37,83,6
37,1697,0
37,1728,0
37,1789,0
37,1743,0
37,1701,0
37,1684,2
37,311,7
37,628,0
37,1714,4
37,1698,0
37,1719,4
37,1680,0
37,6306,0
37,49,0
37,2619,0
37,1699,0
37,1725,0
37,432,0
37,6500,0
37,1717,0
37,1723,3
37,3863,0
37,130,0
37,484,0
37,363,0
37,1712,0
37,780,0
37,626,3
37,739,0
37,1622,0
37,1690,2
37,974,0
37,135,3
37,3511,0
38,1756,3
38,1703,6
38,1700,0
38,570,0
38,1767,0
38,1707,7
38,1754,0
38,685,0
38,1704,3
38,1708,10
38,50,0
38,1718,2
38,1559,1
38,1709,0
38,1706,2
38,83,7
38,1697,0
38,1728,1
38,1789,0
38,1743,0
38,1701,0
38,1684,6
38,311,2
38,628,0
38,1714,3
38,1698,0
38,1719,8
38,1680,2
38,6306,0
38,49,0
38,2619,0
38,1699,6
38,1725,0
38,432,1
38,6500,0
38,1717,0
38,1723,5
38,3863,0
38,130,1
38,484,0
38,363,0
38,1712,1
38,780,0
38,626,6
38,739,0
38,1622,2
38,1690,2
38,974,0
38,135,4
38,3511,0
39,1756,0
39,1703,0
39,1700,0
39,570,0
39,1767,0
39,1707,0
39,1754,0
39,685,0
39,1704,0
39,1708,0
39,50,0
39,1718,0
39,1559,0
39,1709,0
39,1706,0
39,83,0
39,1697,0
39,1728,0
39,1789,0
39,1743,0
39,1701,0
39,1684,0
39,311,0
39,628,0
39,1714,0
39,1698,0
39,1719,0
39,1680,0
39,6306,0
39,49,0
39,2619,0
39,1699,0
39,1725,0
39,432,0
39,6500,0
39,1717,0
39,1723,0
39,3863,0
39,130,0
39,484,0
39,363,0
39,1712,0
39,780,0
39,626,0
39,739,0
39,1622,0
39,1690,0
39,974,0
39,135,0
39,3511,0
40,1756,0
40,1703,0
40,1700,0
40,570,0
40,1767,0
40,1707,0
40,1754,0
40,685,0
40,1704,0
40,1708,0
40,50,0
40,1718,0
40,1559,0
40,1709,0
40,1706,0
40,83,0
40,1697,0
40,1728,0
40,1789,0
40,1743,0
40,1701,0
40,1684,0
40,311,0
40,628,0
40,1714,0
40,1698,0
40,1719,0
40,1680,0
40,6306,0
40,49,0
40,2619,0
40,1699,0
40,1725,0
40,432,0
40,6500,0
40,1717,0
40,1723,0
40,3863,0
40,130,0
40,484,0
40,363,0
40,1712,0
40,780,0
40,626,0
40,739,0
40,1622,0
40,1690,0
40,974,0
40,135,0
40,3511,0
41,1756,18
41,1703,11
41,1700,0
41,570,0
41,1767,0
41,1707,10
41,1754,0
41,685,0
41,1704,6
41,1708,5
41,50,0
41,1718,17
41,1559,0
41,1709,0
41,1706,2
41,83,6
41,1697,0
41,1728,7
41,1789,0
41,1743,0
41,1701,0
41,1684,3
41,311,0
41,628,0
41,1714,5
41,1698,0
41,1719,9
41,1680,2
41,6306,0
41,49,2
41,2619,0
41,1699,0
41,1725,0
41,432,0
41,6500,0
41,1717,0
41,1723,5
41,3863,0
41,130,2
41,484,0
41,363,0
41,1712,1
